1,1263,2,3
1,1371,2.5,2
1,2193,2,3
1,2294,2,3
2,39,5,3
2,50,4,3
2,110,4,4
2,144,3,3
2,153,4,3
2,208,3,3
2,296,4,4
2,372,3,3
2,377,3,3
2,474,2,3
2,500,4,4
2,508,4,3
2,515,4,3
2,539,3,3
2,589,5,3
3,110,4,4
3,778,4,4
3,866,3,4
3,1235,4,4
3,2858,4,4
3,2959,5,4
3,3510,4,4
3,7361,3,4
3,27369,3.5,4
3,58559,3,4
4,10,4,4
4,34,5,4
4,289,4,4
4,349,5,4
4,435,1,4
4,464,4,4
4,541,5,4
4,913,5,4
4,1079,5,4
4,1200,5,4
4,1206,5,4
4,1240,5,4
4,1291,5,4
4,1374,4,4
4,1377,3,4
4,1674,5,4
4,1994,5,4
4,2005,5,4
4,2046,5,4
4,2054,3,4
4,2081,4,5
4,2100,5,4
4,2115,5,4
4,2193,3,4
4,2263,3,4
4,2454,5,4
4,2551,4,4
4,2640,5,4
4,2734,4,4
4,2791,5,4
4,2804,5,4
4,2867,3,4
4,2872,5,4
4,2877,5,4
4,2987,5,4
4,3039,4,4
4,3060,5,4
4,3108,5,4
4,3208,2,4
4,3210,4,4
4,3263,3,4
5,141,4,4
5,277,4.5,4
5,356,4,4
5,377,4,4
5,586,4,4
5,595,4,4
5,903,3.5,4
5,1221,2.5,4
5,1247,4,4
5,1721,4,4
5,1784,4.5,4
5,2683,4,4
5,2694,4.5,4
5,2706,4,4
5,2918,3.5,4
5,4018,4,4
5,5349,4.5,4
5,5679,4.5,4
5,6373,4,4
5,8376,4,4
6,158,2,3
6,1639,2,3
6,1747,2,3
6,2001,3,3
6,2019,4,3
6,3114,4,3
6,4975,1.5,3
6,7090,3,3
6,7361,4,3
7,316,2,3
7,318,5,4
7,500,3,4
7,708,3,3
7,745,5,3
7,786,2,3
7,1036,3,4
7,1125,3,4
7,1197,3,4
7,1220,4,4
7,1231,4,3
7,1240,4,3
7,1275,4,3
7,1287,4,3
7,1288,4,4
7,1372,3,3
7,1394,3,3
7,1405,5,3
8,47,5,4
8,110,4,4
8,524,2,4
8,1225,4,4
8,1291,4,4
8,1302,3.5,4
8,1393,3,4
8,1500,4,4
8,1754,3,4
8,1961,5,4
8,2028,4,4
8,2100,3,4
8,2302,4.5,4
8,2423,3.5,4
8,2791,4.5,4
8,3996,4,4
8,4019,3.5,4
8,4262,4,4
8,5445,4.5,4
8,6377,4,4
8,6879,3,4
8,8784,4.5,4
8,43556,3.5,0
9,534,5,4
9,608,5,4
9,1059,5,4
9,1357,4,4
9,1584,4,4
9,1704,4,4
9,2140,4,4
9,2762,4,3
9,2857,4,4
10,1127,4,4
10,1200,4,4
10,1210,4,4
10,1459,3,4
10,1690,3,4
10,1923,5,4
10,2826,5,4
10,2840,3,4
10,2890,4,4
11,70,1,4
11,778,4.5,4
11,2762,3,4
11,79132,4,4
11,80489,4.5,4
11,80906,3,4
11,91529,4.5,4
11,106487,5,4
12,1220,5,3
12,1295,1,3
12,2259,2,3
12,3146,2,3
12,3148,1,3
12,3298,4,3
12,3324,1,3
12,3794,3,3
12,3827,2,3
12,3869,2,3
12,3871,2,3
12,3885,3,0
13,1,5,4
13,318,4.5,4
13,587,3,4
13,2571,3,4
13,2908,3,4
13,3396,3.5,4
13,3624,3,4
13,4321,2.5,4
13,4993,4.5,4
13,5989,4,4
13,7502,4.5,4
14,2716,3,3
14,3157,2,3
14,3623,3,3
14,3751,4,3
15,36,1,3
15,44,3,3
15,47,5,3
15,50,5,3
15,104,1,3
15,112,2.5,3
15,150,3,3
15,153,1,3
15,165,3,3
15,175,4,3
15,193,1,3
15,208,1.5,3
15,223,4,2
15,231,3.5,2
15,235,4,3
15,252,2,3
15,260,5,3
15,306,5,3
15,335,2,3
15,355,0.5,2
15,356,1,3
15,371,2,3
15,380,4,2
15,429,1,3
15,431,4,2
15,509,2,3
15,527,4,3
15,543,3,3
15,556,3.5,3
15,574,3,3
15,587,1,3
15,608,5,3
15,647,1.5,3
15,708,3,3
15,720,3,3
15,724,2,3
15,745,3,3
15,780,2.5,3
15,799,3,3
15,832,1,3
15,836,2,3
15,903,5,3
15,909,4,3
15,910,2.5,3
15,922,1,3
15,953,3,3
15,1059,1.5,3
15,1131,2.5,3
15,1136,2.5,3
15,1173,3,3
15,1189,3.5,3
15,1209,4.5,3
15,1233,3,3
15,1235,3.5,3
15,1243,2,3
15,1250,4,3
15,1252,5,3
15,1254,3.5,3
15,1259,3,3
15,1267,5,3
15,1276,2.5,3
15,1281,1,3
15,1289,4,3
15,1290,3,3
15,1293,4,2
15,1333,2,3
15,1377,3,3
15,1405,3,2
15,1484,3,3
15,1503,1,3
15,1615,3,3
15,1639,4,3
15,1649,2,3
15,1682,2,3
15,1694,3,3
15,1704,4,3
15,1721,1.5,3
15,1784,3,3
15,1792,3,3
15,1862,2,3
15,1876,2,3
15,1883,4,3
15,1889,3,3
15,1904,3.5,3
15,1912,5,3
15,1917,2,3
15,1945,4,3
15,1952,3,3
15,2000,3,3
15,2003,3,2
15,2041,2,3
15,2054,2,3
15,2064,4.5,3
15,2105,4,3
15,2145,2,3
15,2243,4.5,3
15,2248,3.5,3
15,2268,1,3
15,2291,3,3
15,2336,2,3
15,2391,3,3
15,2406,3.5,3
15,2407,3,3
15,2502,5,2
15,2505,0.5,3
15,2539,2.5,3
15,2581,1,3
15,2600,3,3
15,2605,1,3
15,2628,2.5,3
15,2699,3,3
15,2706,3,3
15,2712,4,3
15,2797,4,3
15,2840,1,3
15,2949,4,3
15,2976,2,3
15,2993,4,3
15,3006,5,3
15,3010,4,3
15,3077,3,3
15,3101,4,3
15,3146,1.5,3
15,3150,3,3
15,3152,3,3
15,3157,1,3
15,3160,3,3
15,3174,1,3
15,3176,2,2
15,3185,2,3
15,3275,0.5,3
15,3301,4,3
15,3316,1.5,3
15,3317,5,3
15,3386,3,3
15,3408,2,3
15,3462,1.5,3
15,3484,0.5,3
15,3499,3,3
15,3510,2,3
15,3543,2,3
15,3555,1,3
15,3566,3,3
15,3571,4,3
15,3683,4,3
15,3707,5,3
15,3798,2,3
15,3826,1,3
15,3892,1,3
15,3983,5,3
15,3986,1,3
15,3987,4,3
15,3988,1,3
15,3993,1,3
15,3994,4,3
15,4005,3.5,3
15,4006,3,2
15,4014,2,3
15,4015,5,3
15,4022,3,2
15,4025,1,3
15,4066,4,3
15,4082,1,0
15,4144,4,3
15,4148,1,3
15,4226,5,3
15,4238,3,3
15,4247,1,3
15,4262,3,3
15,4271,4,3
15,4302,5,0
15,4308,2,2
15,4343,1,3
15,4361,5,3
15,4372,3,3
15,4447,1.5,3
15,4641,3,3
15,4654,1,3
15,4675,2,3
15,4679,3,3
15,4734,1,3
15,4823,2.5,3
15,4886,5,3
15,4888,3,3
15,4890,3,3
15,4896,1,3
15,4995,1,3
15,5008,3.5,3
15,5110,1.5,3
15,5128,1,3
15,5171,0.5,3
15,5218,1,3
15,5220,3,3
15,5225,1.5,3
15,5279,0.5,3
15,5291,3.5,3
15,5296,1.5,3
15,5319,3.5,3
15,5349,1,2
15,5363,1,0
15,5478,2,3
15,5515,4,3
15,5568,3,3
15,5662,4,3
15,5945,1,3
15,5954,1,3
15,5989,2.5,3
15,6155,0.5,3
15,6157,0.5,3
15,6203,3,3
15,6281,1,3
15,6299,2.5,3
15,6385,1.5,3
15,6442,3.5,0
15,6547,1,0
15,6552,1.5,3
15,6641,4,3
15,6650,3.5,3
15,6711,3.5,2
15,6754,0.5,3
15,6783,2,3
15,6863,2,3
15,6944,4,3
15,6953,2,3
15,7003,2,3
15,7323,2,3
15,7327,1.5,3
15,7371,1,3
15,7458,1.5,3
15,7487,1.5,3
15,7569,3.5,3
15,8464,3,3
15,8636,3,3
15,8638,4,3
15,8641,3,3
15,8645,2,3
15,8930,2.5,3
15,8948,1,3
15,8949,4.5,3
15,26131,5,3
15,26729,4.5,3
15,26810,2,0
15,27020,2.5,3
15,27773,1,3
15,27846,4,3
15,30812,0.5,3
15,33004,0.5,3
15,34048,0.5,3
15,40815,1.5,3
15,44191,2.5,3
15,44195,2,3
15,44555,1,3
15,44597,2.5,0
15,44665,1,3
15,44761,1.5,3
15,45728,0.5,3
15,48394,1.5,3
15,49278,2.5,3
15,49286,2.5,3
15,53464,1.5,3
15,54286,2.5,3
15,54372,4.5,3
15,55276,3.5,3
15,55442,2.5,3
15,57640,4,3
15,59784,3.5,3
15,60069,4.5,3
15,60074,1,3
15,63113,3.5,3
15,63859,3,3
15,64957,1.5,3
15,67665,3.5,3
15,68793,3,3
15,69436,0.5,3
15,71264,1.5,3
15,72011,2.5,3
15,74649,4,0
15,74795,1.5,3
15,76077,2,3
15,76251,3,3
15,76293,3,3
15,78469,3,3
15,78574,4.5,3
15,79132,5,3
15,79293,1.5,3
15,79702,1.5,3
15,81191,3,0
15,81782,3,3
15,81847,1,3
15,82854,0.5,3
15,83613,0.5,3
15,86644,1.5,3
15,87306,1,3
15,88129,2.5,3
15,88950,0.5,0
15,89745,3,3
15,90266,2.5,3
15,90647,3,3
15,92507,2.5,3
15,94018,1,3
15,94777,2.5,3
15,95558,1,3
15,96150,2,0
15,97866,3.5,3
15,97938,2.5,3
15,98154,0.5,3
15,100556,4,3
15,100581,1.5,3
15,100714,3,3
15,102903,1,3
15,103042,2.5,3
15,103253,1,3
15,104726,3,0
15,106072,2,3
15,106782,3.5,3
15,107910,4.5,0
15,108190,0.5,3
15,108729,1,3
15,111362,3.5,3
15,113345,0.5,3
15,113378,0.5,3
15,115569,5,3
15,115617,1.5,3
15,116797,0.5,3
15,116897,4.5,3
15,119145,1.5,3
15,121171,3,0
15,121231,4.5,3
15,122920,3,3
15,130490,0.5,3
15,132046,0.5,3
15,132796,3,3
15,134853,1,3
15,135567,3,3
15,137857,3,3
15,138036,1,3
15,140711,2.5,3
15,149406,4,3
15,157296,2,3
15,159755,1,0
16,318,4,4
16,1704,5,4
16,2706,5,4
16,2858,4,4
16,4246,4,4
16,5445,4.5,4
17,36,4.5,4
17,50,5,4
17,198,5,4
17,260,3.5,4
17,296,5,4
17,307,3.5,4
17,480,0.5,4
17,680,4.5,4
17,736,2.5,4
17,910,3.5,4
17,922,5,4
17,965,3.5,4
17,1036,2.5,4
17,1104,3.5,4
17,1173,1,4
17,1220,4,4
17,1230,5,4
17,1237,5,4
17,1248,5,4
17,1258,3.5,4
17,1267,5,4
17,1270,4.5,4
17,1570,2.5,0
17,1645,3.5,4
17,1809,3,4
17,1923,3,4
17,2110,3.5,3
17,2160,4.5,4
17,2204,4.5,4
17,2324,4.5,4
17,2353,3.5,4
17,2467,5,4
17,2539,2.5,4
17,2606,3,4
17,2672,3.5,4
17,2677,4,4
17,2707,3.5,4
17,2858,4.5,4
17,2918,3,4
17,2973,5,4
17,3476,4.5,4
17,3535,4.5,4
17,4027,1.5,4
17,4239,3.5,4
17,4262,5,4
17,4404,5,4
17,4437,5,4
17,4878,4,4
17,4963,4,3
17,4973,4.5,4
17,5105,5,4
17,5137,4.5,4
17,5809,2,4
17,5903,3.5,4
17,6059,3.5,4
17,6140,4,4
17,6197,4.5,4
17,6214,3,4
17,6378,2,4
17,6383,0.5,4
17,6538,4,4
17,6790,3.5,4
17,7044,2.5,4
17,7090,4,4
17,7153,4.5,3
17,7361,4.5,4
17,7438,4.5,4
17,7445,1,4
17,8798,4.5,4
17,8914,4.5,4
17,8958,5,4
17,27317,5,4
17,27788,3,4
18,6,4,3
18,36,3,3
18,92,3,3
18,140,3,3
18,260,3,4
18,640,3,3
18,708,4,3
18,736,2,3
18,748,3,3
18,849,4,3
19,6,3,4
19,10,3,4
19,16,5,4
19,23,1,4
19,32,3,4
19,47,5,4
19,58,3,4
19,110,3,4
19,111,5,4
19,145,4,4
19,150,3,4
19,154,4,4
19,159,4,4
19,160,4,4
19,172,1,4
19,208,3,4
19,229,4,4
19,246,4,4
19,281,3,4
19,293,4,4
19,296,5,4
19,300,3,3
19,328,4,4
19,345,3,4
19,354,3,4
19,361,4,4
19,365,3,4
19,371,3,3
19,377,3,3
19,407,3,4
19,451,3,4
19,465,5,4
19,480,4,4
19,504,3,4
19,508,3,4
19,509,4,4
19,513,1,4
19,535,4,4
19,537,3,4
19,550,3,3
19,586,3,3
19,590,3,4
19,597,3,4
19,599,4,4
19,608,5,4
19,610,4,3
19,612,3,4
19,662,3,4
19,748,3,4
19,800,3,4
19,902,3,4
19,904,5,4
19,908,4,4
19,911,5,4
19,913,5,4
19,914,3,4
19,931,3,4
19,950,4,4
19,953,5,4
19,1013,3,4
19,1084,4,4
19,1126,3,4
19,1129,3,3
19,1175,3,4
19,1178,5,4
19,1199,4,4
19,1206,4,4
19,1207,5,4
19,1221,5,4
19,1246,3,4
19,1261,5,4
19,1274,4,4
19,1286,4,4
19,1306,3,4
19,1307,3,3
19,1327,3,4
19,1344,5,4
19,1347,3,4
19,1350,3,4
19,1370,4,4
19,1371,4,3
19,1372,2,3
19,1393,3,3
19,1394,5,4
19,2019,3,4
20,1,3.5,3
20,32,2.5,3
20,316,3.5,3
20,367,1,3
20,736,3.5,3
20,780,5,3
20,1019,3,3
20,1210,3,3
20,1247,1,3
20,1270,3.5,3
20,1441,2.5,3
20,1680,5,3
20,3406,4.5,3
20,3555,2,3
20,4993,4,3
20,5618,3.5,3
20,6516,4,3
20,6753,4,3
20,7153,4,3
20,32469,4,0
21,181,2,4
21,208,2,4
21,266,3,4
21,380,3,3
21,457,3,3
21,589,5,4
21,592,3,4
21,952,3,4
21,969,5,4
21,1012,3,4
21,1028,3,4
21,1129,3,3
21,1173,5,4
21,1175,4,4
21,1203,4,4
21,1206,5,4
21,1225,5,4
21,1228,4,4
21,1231,3,4
21,1240,5,4
21,1250,4,4
21,1254,5,4
21,1266,3,4
21,1275,2,4
21,1288,4,4
21,1295,3,4
21,1298,3,3
21,1320,3,4
21,1321,4,4
21,1350,3,4
21,1371,3,3
21,1376,3,3
22,70,3,3
22,153,3,3
22,158,1,3
22,253,4.5,3
22,356,3.5,4
22,480,4.5,4
22,552,3,3
22,586,1,3
22,588,2,3
22,1080,3.5,3
22,1148,2,3
22,1198,5,3
22,1240,4,3
22,1339,4.5,3
22,1374,3.5,3
22,1544,3,3
22,1682,2.5,3
22,1722,3.5,3
22,1799,4,3
22,1876,2,3
22,2232,3.5,3
22,2459,4,3
22,2502,1.5,3
22,2616,2.5,3
22,2617,2.5,3
22,2712,4.5,3
22,2762,4,3
22,2953,1,3
22,2985,2,3
22,2987,4,3
22,3176,2.5,3
22,3300,3,3
22,3868,4,3
22,3999,2,3
22,4015,2,3
22,4105,4,3
22,4262,3.5,3
22,4306,4.5,3
22,4383,3.5,3
22,4720,2.5,3
22,4963,2.5,3
22,5400,2.5,3
22,6365,2.5,3
22,6874,4,3
23,110,3.5,4
23,224,4,4
23,252,4,4
23,300,4,4
23,307,2.5,4
23,344,2,4
23,345,4,4
23,431,3.5,3
23,465,3.5,4
23,480,3.5,4
23,485,3,4
23,527,3.5,4
23,539,2.5,4
23,541,3,4
23,586,3.5,4
23,592,3.5,4
23,593,4.5,3
23,608,4.5,4
23,648,4.5,4
23,668,4.5,4
23,745,4.5,4
23,780,3.5,4
23,788,2,4
23,805,3.5,4
23,841,4,4
23,899,4.5,4
23,922,4.5,4
23,926,4,4
23,931,4.5,4
23,933,3.5,4
23,948,3.5,4
23,1059,4.5,4
23,1084,4,4
23,1089,3.5,4
23,1172,5,4
23,1176,3,4
23,1196,4.5,4
23,1198,4.5,4
23,1201,4,4
23,1208,5,4
23,1210,4,4
23,1211,3.5,4
23,1218,3.5,4
23,1240,3.5,4
23,1243,3.5,4
23,1260,4,4
23,1270,4.5,4
23,1281,3,4
23,1304,4,4
23,1348,2.5,4
23,1377,2.5,4
23,1393,4,4
23,1544,2,3
23,1580,3.5,4
23,1693,4,4
23,1748,5,4
23,1873,3,4
23,1907,3.5,4
23,1947,4,4
23,1954,3,4
23,1955,4,4
23,1957,3.5,4
23,1958,3.5,4
23,2022,4,4
23,2027,3.5,4
23,2067,2.5,4
23,2278,4,4
23,2394,3.5,4
23,2571,4,4
23,2599,3.5,4
23,2699,1.5,4
23,2702,4,4
23,2712,4.5,4
23,2724,2,4
23,2728,4,4
23,2746,2,4
23,2858,3.5,4
23,2947,3.5,4
23,2952,3.5,4
23,3082,2.5,4
23,3083,5,4
23,3089,4.5,4
23,3168,4,4
23,3245,4.5,0
23,3307,4,4
23,3415,1.5,4
23,3424,4,4
23,3462,4.5,4
23,3471,4.5,4
23,3498,4.5,4
23,3504,3,4
23,3559,2,4
23,3949,5,4
23,3983,4.5,4
23,4014,3.5,4
23,4034,3.5,4
23,4564,1.5,4
23,4641,4,4
23,4857,3.5,4
23,4975,2,4
23,4976,3,4
23,4995,4.5,4
23,5014,1,4
23,5114,4,4
23,5489,3,4
23,5502,4,4
23,5816,2.5,3
23,5940,4,4
23,6162,2.5,4
23,6323,3.5,4
23,6377,3.5,4
23,6552,3.5,4
23,6591,4,4
23,6611,4.5,0
23,6620,3.5,4
23,6643,4.5,4
23,6666,3,4
23,6669,4,4
23,6867,3.5,4
23,6870,3.5,4
23,6873,4,4
23,6874,5,4
23,6890,4,4
23,6934,3,4
23,6944,3,4
23,6982,2,4
23,7042,2.5,4
23,7234,4,4
23,7371,4.5,4
23,7458,2,4
23,7766,4,4
23,8042,4.5,4
23,8376,4.5,4
23,8507,3.5,4
23,8910,4,4
23,25805,2.5,4
23,31101,4,0
23,33903,3.5,4
23,34143,2.5,4
23,36529,3.5,4
23,39183,4.5,4
23,40278,3.5,4
23,40815,3,4
23,41285,4.5,4
23,41569,2,4
24,81,4,4
24,457,4,4
24,588,3,4
24,610,3,4
25,707,3,3
25,778,4,3
25,784,3,3
25,786,3,3
25,842,2,3
26,47,4.5,4
26,318,4,4
26,344,0.5,3
26,500,1,4
26,593,3.5,3
26,608,3.5,3
26,733,3,3
26,780,3.5,3
26,1580,3.5,4
26,1653,3.5,3
26,1732,4,3
26,2028,3,4
26,3114,4.5,3
26,4776,4,3
26,4963,1.5,3
26,4973,3.5,3
26,31410,2,3
26,32587,4,3
26,34437,3,3
26,47610,4.5,3
26,49272,4,3
26,50872,5,3
26,53129,4.5,3
26,54286,5,3
26,54503,2.5,3
26,55276,3.5,3
26,55765,2.5,3
26,58559,5,3
26,59315,3.5,3
26,60069,3,3
26,61024,3,3
26,68358,2,3
26,72998,3.5,3
26,79132,3.5,3
27,593,4,4
27,1343,4,4
27,2391,3,4
27,2712,4,4
27,2858,5,4
28,908,5,4
28,913,4,4
28,924,4,5
28,1203,5,4
28,1267,5,4
28,1610,4,4
28,2019,2,4
28,2028,3,4
28,2291,4,4
28,2406,2,5
29,2513,3,3
29,2713,3,3
29,2942,0.5,3
29,27822,4,3
30,2,2,4
30,47,4,4
30,70,4,4
30,78,2,4
30,100,4,4
30,150,5,4
30,158,3,4
30,228,2,0
30,254,3,4
30,348,5,4
30,371,4,4
30,377,4,4
30,382,4,4
30,410,4,3
30,425,4,4
30,454,5,4
30,492,4,4
30,500,4,4
30,507,4,4
30,518,2,4
30,538,4,4
30,556,4,4
30,586,4,4
30,588,5,4
30,592,4,4
30,596,4,4
30,608,5,4
30,707,3,4
30,733,4,4
30,762,3,4
30,767,4,0
30,782,3,4
30,800,4,4
30,904,4,4
30,908,4,4
30,921,5,4
30,924,4,4
30,953,4,4
30,971,4,4
30,996,3,4
30,1013,4,4
30,1028,4,4
30,1061,3,4
30,1089,5,4
30,1104,4,4
30,1189,3,4
30,1196,4,4
30,1200,3,4
30,1210,4,4
30,1221,5,4
30,1228,5,4
30,1244,4,4
30,1250,5,4
30,1252,5,4
30,1265,4,4
30,1266,5,4
30,1283,4,4
30,1377,3,4
30,1378,4,4
30,1380,4,4
30,1388,3,4
30,1422,4,4
30,1485,4,4
30,1552,4,4
30,1566,4,4
30,1584,5,4
30,1588,2,4
30,1610,5,4
30,1611,2,4
30,1690,3,4
30,1704,5,4
30,1711,5,4
30,1876,4,4
30,1912,4,4
30,1945,4,4
30,1954,5,4
30,1957,4,4
30,2023,5,3
30,2025,4,4
30,2083,4,4
30,2109,3,4
30,2114,4,4
30,2115,4,4
30,2122,2,4
30,2166,4,4
30,2174,4,4
30,2268,5,4
30,2269,5,4
30,2286,1,4
30,2291,5,4
30,2307,4,0
30,2369,4,4
30,2389,3,4
30,2398,4,4
30,2402,3,4
30,2409,4,4
30,2468,2,4
30,2523,3,4
30,2529,4,4
30,2531,2,4
30,2533,2,4
30,2611,5,4
30,2640,4,4
30,2687,5,4
30,2702,2,4
30,2716,4,4
30,2741,4,4
30,2750,4,4
30,2787,4,4
30,2793,3,4
30,2804,4,4
30,2841,4,4
30,2858,5,4
30,2912,4,4
30,2916,4,4
30,2942,3,4
30,2944,5,4
30,2967,4,4
30,3015,3,4
30,3074,4,4
30,3098,4,4
30,3120,4,4
30,3156,4,4
30,3173,3,4
30,3176,4,4
30,3218,1,4
30,3219,4,4
30,3308,4,4
30,3354,4,4
30,3359,4,4
30,3370,4,0
30,3395,4,4
30,3428,4,4
30,3445,3,4
30,3468,5,4
30,3483,3,4
30,3489,4,4
30,3500,4,4
30,3505,4,4
30,3529,4,4
30,3608,4,4
30,3618,4,4
30,3649,4,4
30,3684,4,4
30,3713,5,4
30,3751,4,4
30,3804,2,4
30,3812,3,4
30,3844,4,4
30,3873,4,4
30,3948,4,4
30,4002,4,4
30,4025,3,4
30,4034,5,4
30,4085,4,4
30,4122,4,0
30,4146,1,4
30,4190,4,4
30,4246,4,4
30,4318,4,4
30,4370,4,4
30,4396,2,4
30,4488,3,4
30,4489,4,4
30,4526,3,4
30,4557,5,4
30,4564,4,4
30,4570,4,4
30,4621,3,4
30,4700,4,4
30,4714,2,4
30,4832,3,4
30,4889,4,4
30,4993,3,4
30,5064,5,4
30,5152,5,4
30,5214,3,4
30,5502,3,4
30,5544,4,4
30,5655,3,4
30,5680,4,4
30,5694,2,4
30,5696,4,0
30,5712,4,4
30,5723,4,0
30,5729,3,4
30,5846,4,0
30,5847,5,4
30,5854,4,0
30,5859,2,4
30,5923,3,0
30,5933,4,0
30,5959,3,4
30,5960,5,0
30,5962,3,4
30,5991,5,4
30,6027,4,4
30,6084,3,0
30,6186,2,0
30,6212,3,4
30,6233,3,0
30,6452,5,4
31,260,4,4
31,527,5,4
31,541,4,4
31,1186,2,4
31,1234,4.5,4
31,2502,4,4
31,2692,4.5,4
31,3087,3.5,4
31,5952,4.5,4
31,6539,3.5,4
31,48394,4.5,4
31,54503,4,4
31,59315,5,4
31,64614,4.5,4
32,19,3,4
32,150,5,4
32,173,3,3
32,266,3,4
32,333,3,4
32,350,3,4
32,377,4,4
32,380,3,3
32,420,2,4
32,592,4,4
33,344,4,3
33,532,4,3
33,1186,5,3
33,1196,2,4
33,1291,4,3
33,1784,4,3
33,1982,4,3
33,2006,4,3
33,2060,3,3
33,2107,2,3
33,2470,4,3
33,2541,4,3
33,2599,4,3
33,2617,2,3
33,3007,5,3
33,3317,2,3
33,3608,4,3
33,3785,3,3
33,3858,3,3
33,3893,2,3
33,3910,2,3
33,4016,4,3
33,4502,2,3
33,4649,4,3
33,4728,3,3
33,4809,3,3
33,4878,4,3
33,5074,4,3
34,198,3,4
34,288,4,4
34,293,4,4
34,296,5,4
34,556,4,4
34,562,4,4
34,581,4,4
34,678,5,4
34,750,4,4
34,919,3,4
34,923,5,4
34,940,5,4
34,1104,4,4
34,1214,5,4
34,1215,3,4
34,1221,4,4
34,1464,1,4
34,1580,3,4
34,1610,4,4
34,1645,3,4
34,1690,3,4
34,1997,5,4
34,2289,5,4
34,2353,3,4
34,2407,3,4
34,2527,4,4
34,2648,4,4
34,2716,2,4
34,2949,3,4
34,2985,3,4
34,2987,4,4
34,3032,4,4
34,3196,5,4
34,3504,5,4
